customer_id,age,income,tenure_months,monthly_spend,products_owned,support_tickets,email_engagement,website_visits,last_purchase_days,previous_campaign_response,total_revenue,service_cost,churned,cross_sell_response,campaign_response
C00579,39,55061.08,1.0,110.86,2,2,53.3,13,59,1,100.59,168.74,1,0,0
C00580,46,79209.41,57.8,37.85,1,3,4.2,1,111,0,2156.74,199.9,1,0,1
C00581,18,26355.78,14.8,133.89,2,1,23.5,3,94,0,2072.89,121.26,1,0,0
C00582,28,36930.63,37.3,71.68,3,0,32.3,11,53,0,2563.69,50.54,1,1,0
C00583,38,83813.27,42.5,150.24,2,0,45.3,14,61,0,6223.72,96.58,1,0,0
C00584,29,64967.24,25.6,127.85,2,0,36.4,7,33,0,3221.85,67.97,0,1,1
C00585,51,68956.17,47.9,117.15,2,3,51.7,13,62,1,6554.73,211.26,1,1,1
C00586,66,126650.44,60.0,138.13,4,2,87.8,12,53,0,7075.9,158.73,1,0,1
C00587,28,70614.48,41.2,87.95,1,2,6.0,9,101,0,3771.2,160.59,1,0,0
C00588,32,76459.1,37.4,91.06,2,2,22.0,4,90,1,3336.17,182.42,0,1,1
C00589,45,181083.12,82.0,150.54,2,1,17.7,7,151,0,11712.05,136.49,1,0,0
C00590,61,53018.72,34.3,69.06,1,4,57.5,9,105,1,2316.69,264.34,1,0,0
C00591,27,41485.01,26.0,20.0,1,2,19.5,4,119,0,547.6,165.23,1,0,0
C00592,45,69416.01,51.3,150.59,3,2,63.5,16,38,0,8173.56,176.59,1,1,0
C00593,64,69743.15,42.8,117.05,3,2,26.0,9,71,0,5081.58,143.43,1,0,0
C00594,22,46489.32,41.1,77.64,2,0,33.3,13,34,0,3468.22,76.77,1,0,0
C00595,27,37593.69,19.0,53.66,1,0,27.9,16,73,0,1121.74,76.14,0,0,0
C00596,37,153021.38,59.8,201.57,5,1,79.9,24,63,1,12842.32,150.26,0,0,1
C00597,36,66534.28,35.4,56.9,1,0,38.6,16,57,0,1924.24,72.47,1,0,0
C00598,52,42643.85,14.9,20.0,1,0,55.7,22,83,0,309.06,80.31,0,1,0
C00599,45,85211.27,36.6,101.45,1,0,8.4,8,82,0,3860.03,86.28,1,1,0
C00600,21,55401.24,51.7,127.62,3,2,33.2,10,93,0,6163.75,185.42,0,1,0
C00601,48,52155.66,30.2,88.09,2,0,19.0,12,83,0,2328.53,80.17,1,0,0
C00602,35,73449.46,39.6,106.79,4,0,88.9,28,74,1,3547.82,95.13,1,0,1
C00603,57,33711.95,32.3,70.15,1,0,39.8,15,8,1,2279.33,56.74,0,0,0
C00604,34,67258.7,43.0,77.24,3,1,42.1,5,96,1,3402.69,100.58,1,0,0
C00605,34,129526.31,46.5,98.55,2,2,37.0,7,45,0,4148.36,134.92,0,0,1
C00606,48,70544.07,48.5,80.65,2,1,19.1,6,66,0,4238.5,134.46,0,0,0
C00607,51,49522.84,38.3,98.16,1,0,41.0,16,56,0,3802.69,92.28,0,0,1
C00608,47,46873.8,22.1,99.23,3,2,40.8,12,118,0,2428.99,179.49,1,0,1
C00609,22,48818.05,19.9,79.68,2,2,29.0,15,49,0,1628.69,155.89,0,1,0
C00610,48,52131.99,22.6,148.4,2,1,54.2,22,48,1,3062.03,120.98,0,1,1
C00611,30,49489.69,17.1,102.39,2,0,33.5,16,63,0,1816.29,81.5,0,1,1
C00612,45,85224.91,51.2,99.55,1,0,21.0,14,40,0,5369.05,103.18,1,1,1
C00613,25,28008.14,20.2,54.83,1,2,19.1,2,94,0,1059.1,187.1,0,1,1
C00614,47,83302.87,72.7,72.52,1,0,35.7,13,109,0,4664.65,91.91,1,1,1
C00615,32,49450.62,21.6,20.0,1,2,43.7,10,70,0,435.81,165.23,1,1,1
C00616,27,67949.25,21.0,127.67,2,2,50.9,6,47,0,2471.35,187.91,1,0,1
C00617,51,36129.44,30.0,99.26,2,1,50.9,13,50,1,3244.72,121.36,1,0,1
C00618,45,101338.67,63.0,92.04,1,0,20.5,14,42,0,5608.99,76.89,0,1,0
C00619,35,97867.03,47.9,109.71,2,1,25.1,11,59,0,5979.92,123.97,1,1,1
C00620,59,86788.23,53.1,129.35,2,1,52.4,25,69,1,5696.53,113.65,0,1,1
C00621,37,30699.49,8.0,40.82,2,5,31.3,11,95,0,331.56,285.82,1,1,0
C00622,42,82160.44,33.9,72.21,1,1,2.0,14,78,0,2724.89,107.13,0,1,0
C00623,45,68750.37,19.3,51.07,1,2,12.5,7,96,0,915.87,177.44,1,0,0
C00624,35,29554.3,3.7,133.45,2,0,39.7,12,46,0,489.38,93.29,1,0,0
C00625,48,57411.13,32.8,120.48,2,1,30.2,3,54,0,3820.89,146.65,1,0,0
C00626,36,67595.91,14.2,74.71,4,1,82.1,27,55,0,1005.23,100.17,1,0,1
C00627,37,73258.53,39.5,60.47,2,2,39.6,9,68,0,2434.25,190.46,0,1,0
C00628,58,62482.89,24.5,76.46,1,0,46.7,10,72,0,1679.67,59.1,1,1,0
C00629,30,65546.53,29.2,104.27,3,2,53.1,21,89,1,3022.35,150.57,1,1,0
C00630,18,107701.1,60.6,98.74,3,3,49.0,20,86,0,6229.0,200.21,1,1,1
C00631,61,97064.65,49.2,185.66,3,2,42.9,18,49,1,8979.33,192.16,1,1,0
C00632,73,22000.0,44.9,107.32,3,2,49.0,12,92,0,4431.87,170.74,0,0,0
C00633,37,50760.52,34.4,88.36,1,4,23.9,8,125,0,3288.46,246.66,1,1,0
C00634,19,54124.64,44.3,75.16,2,2,8.4,5,73,0,3527.13,153.92,1,0,1
C00635,38,27786.81,16.0,85.3,1,2,13.5,10,84,0,1248.91,146.56,1,1,1
C00636,39,60340.28,33.4,68.58,1,2,15.0,14,74,0,2052.35,180.34,1,0,0
C00637,40,97995.47,52.6,105.67,2,2,44.7,15,96,1,5139.92,178.63,0,0,0
C00638,29,36748.03,32.0,122.09,3,3,59.1,26,25,1,4078.74,229.7,1,0,0
C00639,49,66801.89,33.3,54.43,2,1,19.7,12,48,1,1852.38,126.91,0,1,0
C00640,48,39480.12,31.1,114.88,1,0,35.8,10,81,0,3799.05,47.2,1,1,0
C00641,24,43738.99,18.2,77.12,1,1,18.8,11,50,0,1370.19,105.75,1,1,0
C00642,50,107872.32,51.1,189.77,4,2,19.9,16,81,0,8977.69,180.69,1,0,0
C00643,67,46181.01,45.9,60.97,2,3,22.3,18,67,0,3004.89,200.7,1,1,1
C00644,44,70426.69,32.4,57.77,1,1,38.8,17,55,0,1789.64,113.8,0,1,0
C00645,38,26430.84,9.5,31.96,1,0,2.0,0,50,0,306.69,62.11,1,1,1
C00646,40,126800.68,38.8,115.14,1,2,29.4,8,77,0,3909.49,181.48,1,1,1
C00647,49,74705.75,41.0,123.33,3,1,79.6,23,13,1,4820.11,133.25,0,1,0
C00648,21,53720.41,37.9,63.35,1,2,6.4,13,116,0,2592.68,171.08,1,0,0
C00649,44,73860.08,26.3,92.72,3,1,46.8,15,88,0,2297.94,115.55,1,0,0
C00650,37,32082.76,32.0,31.48,1,0,2.0,4,128,0,1074.49,79.99,0,0,0
C00651,64,95307.25,38.8,129.08,3,1,81.1,21,57,0,4075.99,108.6,1,0,0
C00652,40,50621.15,20.5,79.97,2,2,32.2,8,80,0,1566.92,163.58,1,1,0
C00653,62,53235.94,34.6,74.95,2,1,33.8,10,71,0,2560.81,87.6,1,1,1
C00654,29,47178.94,15.4,134.83,2,0,65.8,18,27,0,2361.04,63.83,0,0,0
C00655,49,45448.03,25.2,88.45,2,3,46.8,22,25,1,2016.81,203.56,0,1,1
C00656,46,77649.47,43.4,140.32,2,1,26.4,8,61,0,6416.02,161.48,0,0,1
C00657,32,64581.23,48.0,84.15,2,3,22.6,8,86,0,4382.71,182.52,1,0,1
C00658,44,76262.19,32.8,129.01,3,2,60.7,12,66,0,3991.15,151.91,1,0,0
C00659,57,57786.16,24.7,76.57,1,3,10.7,9,95,0,1833.12,210.16,0,1,1
C00660,38,71951.12,37.0,54.75,2,2,2.0,8,50,0,2051.04,188.15,1,1,0
C00661,22,48643.91,20.3,114.14,1,1,26.3,17,28,1,2039.78,128.96,1,0,1
C00662,42,147958.29,75.3,149.55,3,5,28.0,10,101,1,10849.58,306.79,1,1,0
C00663,31,30021.45,31.4,86.95,1,1,52.5,17,25,1,3013.75,119.23,0,1,1
C00664,38,98498.04,28.0,92.77,2,3,38.7,11,107,0,2710.81,201.27,1,1,0
C00665,41,103024.22,55.3,111.18,2,1,21.8,10,47,1,6074.77,127.04,0,0,0
C00666,22,40550.02,54.2,46.36,1,1,5.2,6,51,0,2533.46,111.49,1,1,1
C00667,23,147929.81,98.5,187.93,3,0,26.1,9,85,0,19362.62,100.17,0,0,0
C00668,48,88106.73,48.7,100.03,1,0,5.5,5,66,1,5175.14,60.51,1,0,0
C00669,36,87210.21,26.7,101.19,1,1,43.7,15,59,0,2582.24,137.56,1,1,0
C00670,18,58686.65,37.0,134.55,2,1,81.5,19,27,0,5596.19,128.31,0,1,1
C00671,51,52942.58,17.1,126.4,2,1,53.3,14,28,0,2386.24,124.11,1,1,1
C00672,45,53116.7,25.0,115.52,2,2,37.0,20,43,0,3046.51,145.24,0,1,0
C00673,33,68337.99,20.7,60.9,2,1,23.3,22,42,0,1177.83,108.16,0,1,1
C00674,26,104474.31,33.1,78.94,1,0,5.1,0,67,0,2397.24,98.1,0,1,1
C00675,52,62589.34,29.2,52.1,1,1,55.6,9,90,0,1479.92,118.25,1,1,0
C00676,46,39552.81,35.0,126.57,3,2,48.1,9,68,1,4449.67,173.02,0,0,0
C00677,71,81998.62,51.6,93.43,1,1,62.4,16,48,0,4142.9,112.16,1,0,0
C00678,47,85398.31,47.8,87.2,3,1,71.0,23,58,1,4330.17,123.57,0,1,1
C00679,47,76355.5,29.0,80.91,1,3,2.0,4,125,0,2592.3,188.26,1,1,0
C00680,40,79324.94,33.6,63.65,2,0,19.4,8,44,0,2238.95,81.49,0,0,0
C00681,52,51761.84,37.2,74.02,1,1,9.6,8,93,0,2607.01,128.11,0,0,0
C00682,50,39262.41,35.9,41.72,2,2,26.9,5,61,0,1401.65,166.83,0,0,0
C00683,57,40277.85,24.6,85.32,1,0,22.1,7,24,0,2152.12,69.18,1,0,1
C00684,36,29181.89,25.6,76.27,1,0,75.9,20,1,1,1929.33,76.31,1,1,1
C00685,37,64069.05,14.4,134.28,1,1,10.7,0,76,0,1996.18,135.26,1,1,1
C00686,36,56002.4,4.0,119.09,2,2,43.3,7,40,1,503.93,165.57,1,0,0
C00687,51,48213.94,10.1,62.12,1,0,31.0,4,67,0,682.45,75.95,1,1,1
C00688,60,22000.0,30.5,103.47,2,2,37.0,15,30,1,2872.26,193.93,0,0,0
C00689,36,34348.89,33.9,82.8,4,1,58.6,17,43,1,2857.38,110.31,0,0,1
C00690,37,92869.57,40.4,102.43,3,1,29.3,12,95,1,4013.78,140.32,1,1,0
C00691,46,43873.04,48.6,99.4,2,3,38.3,2,63,0,4796.62,192.79,1,1,1
C00692,39,67484.07,41.4,21.91,1,2,23.5,1,100,0,969.9,169.92,1,0,1
C00693,53,32341.63,16.4,66.02,1,1,26.4,12,28,0,1167.23,132.2,0,1,0
C00694,18,106133.67,45.9,70.58,1,1,31.4,0,56,0,3603.62,115.5,0,0,1
C00695,32,54595.5,30.7,115.57,3,4,75.4,26,91,0,3670.84,235.2,0,1,0
C00696,33,65513.75,23.9,51.31,1,0,35.3,2,99,0,1213.85,51.52,0,1,0
C00697,18,154048.97,79.9,149.86,2,1,44.8,17,29,1,11725.26,120.38,0,1,1
C00698,30,109655.96,54.1,119.22,2,2,18.1,3,65,0,5558.24,175.9,0,1,1
C00699,31,50992.85,35.3,114.38,1,1,16.5,12,85,0,4475.21,111.06,1,0,1
C00700,40,45208.74,33.6,72.84,1,0,17.5,23,58,1,2383.71,82.18,1,1,0
C00701,55,50587.99,14.0,53.47,1,2,23.3,0,57,0,777.28,142.61,1,0,0
C00702,39,71851.41,43.1,77.33,1,1,13.5,9,73,0,3512.76,119.91,1,0,0
C00703,30,55492.56,28.8,39.49,1,0,2.0,0,61,1,1024.87,62.1,1,0,1
C00704,41,49128.56,8.0,85.73,1,0,2.0,6,88,0,636.26,80.77,1,1,0
C00705,55,107410.63,35.3,152.22,3,3,25.3,8,78,1,6042.07,206.16,1,1,0
C00706,30,55283.52,18.8,146.17,1,1,27.5,10,53,1,2815.16,112.03,0,0,0
C00707,31,152363.7,66.7,119.83,2,2,12.8,1,87,0,7616.9,159.36,0,0,1
C00708,49,60253.15,37.0,89.7,2,1,17.0,11,76,0,3283.4,111.1,0,1,1
C00709,39,122765.59,60.5,108.26,2,2,30.6,2,40,0,7112.99,149.27,1,1,0
C00710,50,67391.38,51.7,88.24,1,2,2.0,9,77,1,4903.78,181.22,0,1,0
C00711,42,86911.16,34.8,119.47,2,2,46.1,11,96,1,3671.26,163.52,1,0,0
C00712,50,42781.53,33.3,88.11,2,1,48.2,7,62,0,3321.01,93.22,0,0,0
C00713,30,40522.77,38.1,119.04,2,1,29.3,17,47,0,4880.61,117.8,0,1,0
C00714,42,70352.58,41.3,84.31,2,2,26.4,8,68,0,3443.39,178.55,1,0,1
C00715,39,87850.4,36.5,118.81,1,0,37.6,21,34,0,3924.33,73.85,0,1,0
C00716,27,58988.99,16.4,93.73,1,2,11.5,12,100,0,1670.65,187.47,1,0,0
C00717,23,33789.76,37.8,85.35,2,0,20.4,3,51,0,3351.99,69.84,1,0,0
C00718,50,32757.58,15.8,76.42,2,2,54.7,15,81,0,1066.21,172.16,0,1,1
C00719,38,31850.27,38.8,152.79,2,1,59.8,17,27,1,5811.17,143.74,1,0,0
C00720,30,27606.24,10.8,42.13,1,0,28.0,17,72,0,568.52,84.67,0,0,0
C00721,41,60729.34,43.9,105.75,2,2,54.0,17,77,0,4645.26,148.22,1,1,1
C00722,56,93033.67,38.2,90.44,2,1,2.0,4,92,0,3247.22,111.04,0,0,1
C00723,18,57674.11,32.2,146.07,2,3,67.3,17,76,0,4321.67,229.07,0,0,1
C00724,24,22445.02,8.3,105.59,2,2,44.3,13,74,0,1005.59,156.18,0,0,0
C00725,31,53534.36,24.0,57.28,1,0,37.5,18,55,0,1465.18,93.24,1,1,0
C00726,60,54166.76,35.5,126.9,3,1,58.5,16,75,0,5012.08,121.13,1,0,1
C00727,45,139876.86,53.4,157.03,3,1,56.6,13,53,0,8559.54,131.54,0,0,0
C00728,51,31451.45,25.6,70.21,2,1,27.4,6,96,0,1981.52,103.21,0,1,0
C00729,28,49222.87,38.2,113.63,2,2,45.0,10,80,0,4043.27,159.57,1,0,0
C00730,29,118735.83,77.9,133.52,2,2,35.6,4,54,1,10534.32,157.43,0,1,1
C00731,47,70065.74,38.7,89.5,1,0,39.4,8,90,0,3539.54,85.32,0,1,0
C00732,43,73481.56,45.2,101.77,2,2,8.2,12,88,0,5114.39,168.45,0,1,0
C00733,49,60859.53,22.0,145.53,4,1,55.6,14,53,1,3286.53,135.12,0,1,0
C00734,40,66620.96,48.6,106.39,2,0,74.2,23,26,1,4916.34,76.64,1,1,1
C00735,45,80402.0,20.0,107.61,2,1,26.3,0,103,0,2168.34,112.59,1,0,0
C00736,44,41283.33,14.5,53.0,1,1,14.4,9,94,1,663.48,123.8,0,0,0
C00737,51,83866.61,42.8,136.89,1,1,14.5,5,56,0,4765.56,113.54,1,1,0
C00738,52,32582.71,38.5,73.75,3,3,50.1,12,71,0,3025.58,222.0,1,1,1
C00739,23,66576.89,30.9,93.92,1,1,11.1,6,80,0,2811.47,122.91,1,0,0
C00740,18,62521.73,45.3,71.22,1,1,17.9,4,79,0,3155.97,118.13,1,0,1
C00741,54,44772.76,42.5,121.73,1,0,43.6,2,89,0,5511.35,91.21,0,0,0
C00742,56,57450.01,42.4,52.68,1,3,6.0,9,109,0,2485.78,204.15,1,1,0
C00743,30,44655.44,17.1,51.83,1,0,32.7,11,52,0,921.58,55.93,0,1,0
C00744,20,36978.2,55.3,59.92,2,2,45.7,11,93,1,3821.49,148.93,0,0,1
C00745,43,49995.09,27.8,137.79,4,0,83.3,16,52,1,3989.28,100.83,0,0,1
C00746,53,36480.13,12.6,30.42,1,0,18.0,0,95,0,391.6,78.61,0,1,0
C00747,64,66421.31,11.7,68.48,1,2,79.2,22,27,0,818.59,140.94,0,1,0
C00748,48,35780.64,42.4,26.29,2,0,45.2,21,42,1,1000.93,82.03,0,0,1
C00749,38,78215.93,46.8,93.74,1,0,30.2,11,61,0,4720.73,74.67,1,0,1
C00750,31,35311.96,29.0,90.35,3,0,30.6,3,79,0,2107.12,69.98,0,0,0
